,결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일,연도,월,요일,주차,주중/주말,배송시작일(date),배송완료일(date),배송기간,배송기간(int)
4244,카드,D-20190211-0001147-01,2019-02-12 오후 6:34,2019-02-21 오전 1:25,103620,48.0,1,네이버 페이,2019-02-11,2019,2,Monday,7,주중,2019-02-12,2019-02-21,9 days,9
4351,무통장입금,D-20190212-0000722-01,2019-02-13 오후 6:34,2019-02-22 오전 4:45,72270,378.0,1,네이버 페이,2019-02-12,2019,2,Tuesday,7,주중,2019-02-13,2019-02-22,9 days,9
4353,카드,D-20190212-0000765-01,2019-02-13 오후 6:34,2019-02-22 오전 4:47,229200,608.0,3,네이버 페이,2019-02-12,2019,2,Tuesday,7,주중,2019-02-13,2019-02-22,9 days,9
4388,카드,D-20190213-0000143-01,2019-02-13 오후 6:34,2019-02-22 오전 7:03,140750,94.0,1,네이버 페이,2019-02-13,2019,2,Wednesday,7,주중,2019-02-13,2019-02-22,9 days,9
4445,실시간계좌이체,D-20190213-0000393-01,2019-02-13 오후 6:34,2019-02-22 오전 7:34,68530,1314.0,1,네이버 페이,2019-02-13,2019,2,Wednesday,7,주중,2019-02-13,2019-02-22,9 days,9
4453,무통장입금,D-20190213-0000462-01,2019-02-13 오후 6:34,2019-02-22 오전 6:20,16150,1266.0,1,네이버 페이,2019-02-13,2019,2,Wednesday,7,주중,2019-02-13,2019-02-22,9 days,9
4454,무통장입금,D-20190213-0000462-02,2019-02-13 오후 6:34,2019-02-22 오전 6:20,11290,1265.0,1,네이버 페이,2019-02-13,2019,2,Wednesday,7,주중,2019-02-13,2019-02-22,9 days,9
4465,무통장입금,D-20190213-0000518-01,2019-02-13 오후 6:34,2019-02-22 오전 7:43,49700,455.0,1,네이버 페이,2019-02-13,2019,2,Wednesday,7,주중,2019-02-13,2019-02-22,9 days,9
4566,무통장입금,D-20190214-0000037-01,2019-02-14 오후 6:40,2019-02-24 오전 1:48,94710,1106.0,1,네이버 페이,2019-02-14,2019,2,Thursday,7,주중,2019-02-14,2019-02-24,10 days,10
4598,카드,D-20190214-0000193-01,2019-02-14 오후 6:40,2019-02-23 오전 6:07,64440,1297.0,2,네이버 페이,2019-02-14,2019,2,Thursday,7,주중,2019-02-14,2019-02-23,9 days,9
4599,카드,D-20190214-0000201-01,2019-02-14 오후 6:40,2019-02-23 오전 6:09,98360,1357.0,1,네이버 페이,2019-02-14,2019,2,Thursday,7,주중,2019-02-14,2019-02-23,9 days,9
4674,카드,D-20190214-0000697-01,2019-02-15 오후 5:12,2019-02-22 오후 12:52,61470,44.0,1,네이버 페이,2019-02-14,2019,2,Thursday,7,주중,2019-02-15,2019-02-22,7 days,7
4675,카드,D-20190214-0000697-02,2019-02-15 오후 5:12,2019-02-22 오후 12:52,110570,41.0,1,네이버 페이,2019-02-14,2019,2,Thursday,7,주중,2019-02-15,2019-02-22,7 days,7
4856,카드,D-20190216-0000036-01,2019-02-18 오후 6:16,2019-02-28 오전 2:08,99350,90.0,1,네이버 페이,2019-02-16,2019,2,Saturday,7,주말,2019-02-18,2019-02-28,10 days,10
4905,카드,D-20190217-0000032-01,2019-02-18 오후 6:16,2019-02-28 오전 3:01,65470,39.0,1,네이버 페이,2019-02-17,2019,2,Sunday,7,주말,2019-02-18,2019-02-28,10 days,10
4906,무통장입금,D-20190217-0000046-01,2019-02-18 오후 6:16,2019-02-27 오전 7:11,94600,1190.0,1,네이버 페이,2019-02-17,2019,2,Sunday,7,주말,2019-02-18,2019-02-27,9 days,9
4907,무통장입금,D-20190217-0000046-02,2019-02-18 오후 6:16,2019-02-27 오전 7:11,155420,1191.0,1,네이버 페이,2019-02-17,2019,2,Sunday,7,주말,2019-02-18,2019-02-27,9 days,9
4908,무통장입금,D-20190217-0000046-03,2019-02-18 오후 6:16,2019-02-27 오전 7:11,61900,608.0,1,네이버 페이,2019-02-17,2019,2,Sunday,7,주말,2019-02-18,2019-02-27,9 days,9
4909,무통장입금,D-20190217-0000046-04,2019-02-18 오후 6:16,2019-02-27 오전 7:11,57850,1077.0,1,네이버 페이,2019-02-17,2019,2,Sunday,7,주말,2019-02-18,2019-02-27,9 days,9
4910,무통장입금,D-20190217-0000046-05,2019-02-18 오후 6:16,2019-02-27 오전 7:11,118250,1127.0,1,네이버 페이,2019-02-17,2019,2,Sunday,7,주말,2019-02-18,2019-02-27,9 days,9
5188,카드,D-20190219-0000438-01,2019-02-20 오전 9:16,2019-02-28 오전 8:27,80070,1232.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-20,2019-02-28,8 days,8
5189,카드,D-20190219-0000438-02,2019-02-20 오전 9:16,2019-02-28 오전 8:27,55870,1091.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-20,2019-02-28,8 days,8
5236,카드,D-20190219-0000732-01,2019-02-21 오전 9:02,2019-03-01 오전 3:38,49700,455.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5249,카드,D-20190219-0000840-01,2019-02-21 오전 9:02,2019-03-01 오전 3:49,63070,603.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5250,카드,D-20190219-0000858-01,2019-02-21 오전 9:02,2019-03-01 오전 3:51,103300,92.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5251,카드,D-20190219-0000869-01,2019-02-21 오전 9:02,2019-03-01 오전 3:53,59670,1069.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5255,카드,D-20190219-0000897-01,2019-02-21 오전 9:02,2019-03-01 오전 3:58,61470,1070.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5266,카드,D-20190219-0000957-01,2019-02-21 오전 9:02,2019-03-01 오전 4:04,80070,1232.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5271,카드,D-20190219-0001015-01,2019-02-21 오전 9:02,2019-03-01 오전 4:16,48500,447.0,1,네이버 페이,2019-02-19,2019,2,Tuesday,8,주중,2019-02-21,2019-03-01,8 days,8
5323,무통장입금,D-20190220-0000259-01,2019-02-21 오전 9:02,2019-03-03 오전 5:35,60020,1275.0,1,네이버 페이,2019-02-20,2019,2,Wednesday,8,주중,2019-02-21,2019-03-03,10 days,10
5324,무통장입금,D-20190220-0000259-02,2019-02-21 오전 9:02,2019-03-03 오전 5:35,114440,1282.0,2,네이버 페이,2019-02-20,2019,2,Wednesday,8,주중,2019-02-21,2019-03-03,10 days,10
5411,무통장입금,D-20190220-0000811-01,2019-02-22 오전 9:04,2019-03-03 오전 2:23,54500,47.0,1,네이버 페이,2019-02-20,2019,2,Wednesday,8,주중,2019-02-22,2019-03-03,9 days,9
5428,카드,D-20190220-0000949-01,2019-02-22 오전 9:04,2019-03-03 오전 3:23,49700,455.0,1,네이버 페이,2019-02-20,2019,2,Wednesday,8,주중,2019-02-22,2019-03-03,9 days,9
5463,실시간계좌이체,D-20190221-0000031-01,2019-02-22 오전 9:04,2019-03-03 오전 6:44,9190,1265.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5540,실시간계좌이체,D-20190221-0000667-01,2019-02-22 오전 9:04,2019-03-03 오전 8:22,68970,1085.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5601,카드,D-20190221-0001036-01,2019-02-22 오후 6:20,2019-03-03 오전 9:11,83110,1055.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5605,카드,D-20190221-0001063-01,2019-02-22 오후 6:20,2019-03-03 오전 9:19,69780,957.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5606,카드,D-20190221-0001063-02,2019-02-22 오후 6:20,2019-03-03 오전 9:19,35210,1350.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5611,카드,D-20190221-0001119-01,2019-02-22 오후 6:20,2019-03-03 오전 9:21,61470,1070.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5630,카드,D-20190221-0001218-01,2019-02-22 오후 6:20,2019-03-03 오전 9:56,60720,42.0,1,네이버 페이,2019-02-21,2019,2,Thursday,8,주중,2019-02-22,2019-03-03,9 days,9
5670,실시간계좌이체,D-20190222-0000332-01,2019-02-22 오후 6:20,2019-03-03 오전 11:11,74600,451.0,1,네이버 페이,2019-02-22,2019,2,Friday,8,주중,2019-02-22,2019-03-03,9 days,9
5671,실시간계좌이체,D-20190222-0000349-01,2019-02-22 오후 6:20,2019-03-03 오전 11:11,74990,1375.0,1,네이버 페이,2019-02-22,2019,2,Friday,8,주중,2019-02-22,2019-03-03,9 days,9
5695,카드,D-20190222-0000569-01,2019-02-22 오후 6:20,2019-03-03 오전 11:31,99400,455.0,2,네이버 페이,2019-02-22,2019,2,Friday,8,주중,2019-02-22,2019-03-03,9 days,9
5704,무통장입금,D-20190222-0000620-01,2019-02-26 오전 9:16,2019-03-06 오전 2:23,85320,50.0,1,네이버 페이,2019-02-22,2019,2,Friday,8,주중,2019-02-26,2019-03-06,8 days,8
5718,카드,D-20190222-0000709-01,2019-02-26 오전 9:02,2019-03-06 오전 2:43,103300,92.0,1,네이버 페이,2019-02-22,2019,2,Friday,8,주중,2019-02-26,2019-03-06,8 days,8
5727,카드,D-20190222-0000767-01,2019-02-26 오전 9:02,2019-03-07 오전 2:07,98560,1301.0,1,네이버 페이,2019-02-22,2019,2,Friday,8,주중,2019-02-26,2019-03-07,9 days,9
5747,실시간계좌이체,D-20190223-0000098-01,2019-02-26 오전 9:02,2019-03-07 오전 2:58,49700,455.0,1,네이버 페이,2019-02-23,2019,2,Saturday,8,주말,2019-02-26,2019-03-07,9 days,9
5762,카드,D-20190223-0000223-01,2019-02-26 오전 9:02,2019-03-06 오전 5:32,98600,605.0,1,네이버 페이,2019-02-23,2019,2,Saturday,8,주말,2019-02-26,2019-03-06,8 days,8
5777,카드,D-20190224-0000201-01,2019-02-26 오전 9:02,2019-03-06 오전 6:37,60720,42.0,1,네이버 페이,2019-02-24,2019,2,Sunday,8,주말,2019-02-26,2019-03-06,8 days,8
5870,카드,D-20190225-0000518-01,2019-02-26 오전 9:02,2019-03-05 오후 11:26,39740,1326.0,1,네이버 페이,2019-02-25,2019,2,Monday,9,주중,2019-02-26,2019-03-05,7 days,7
5902,카드,D-20190225-0000810-01,2019-02-26 오전 9:02,2019-03-16 오전 1:10,60720,42.0,1,네이버 페이,2019-02-25,2019,2,Monday,9,주중,2019-02-26,2019-03-16,18 days,18
5946,무통장입금,D-20190225-0001098-01,2019-02-26 오후 6:38,2019-03-05 오후 10:14,9810,1203.0,1,네이버 페이,2019-02-25,2019,2,Monday,9,주중,2019-02-26,2019-03-05,7 days,7
5947,무통장입금,D-20190225-0001098-02,2019-02-26 오후 6:38,2019-03-05 오후 10:14,9360,1272.0,1,네이버 페이,2019-02-25,2019,2,Monday,9,주중,2019-02-26,2019-03-05,7 days,7
6036,휴대폰,D-20190226-0000597-01,2019-02-26 오후 6:38,2019-03-26 오전 12:58,20300,1495.0,1,네이버 페이,2019-02-26,2019,2,Tuesday,9,주중,2019-02-26,2019-03-26,28 days,28
6101,카드,D-20190226-0001147-01,2019-02-28 오후 2:01,2019-03-08 오전 4:07,59670,1069.0,1,네이버 페이,2019-02-26,2019,2,Tuesday,9,주중,2019-02-28,2019-03-08,8 days,8
6118,카드,D-20190226-0001256-01,2019-02-28 오후 2:01,2019-03-08 오전 5:27,67650,962.0,1,네이버 페이,2019-02-26,2019,2,Tuesday,9,주중,2019-02-28,2019-03-08,8 days,8
6129,카드,D-20190227-0000125-01,2019-02-27 오후 5:44,2019-03-08 오전 6:18,32220,1297.0,1,네이버 페이,2019-02-27,2019,2,Wednesday,9,주중,2019-02-27,2019-03-08,9 days,9
6180,카드,D-20190227-0000448-01,2019-02-27 오후 5:44,2019-03-08 오전 6:44,151640,176.0,2,네이버 페이,2019-02-27,2019,2,Wednesday,9,주중,2019-02-27,2019-03-08,9 days,9
6192,카드,D-20190227-0000545-01,2019-02-27 오후 5:44,2019-03-08 오전 6:54,11560,1202.0,1,네이버 페이,2019-02-27,2019,2,Wednesday,9,주중,2019-02-27,2019-03-08,9 days,9
6193,카드,D-20190227-0000545-02,2019-02-27 오후 5:44,2019-03-08 오전 6:54,51810,393.0,1,네이버 페이,2019-02-27,2019,2,Wednesday,9,주중,2019-02-27,2019-03-08,9 days,9
6212,실시간계좌이체,D-20190227-0000741-01,2019-02-28 오후 2:01,2019-03-08 오전 7:05,61470,1070.0,1,네이버 페이,2019-02-27,2019,2,Wednesday,9,주중,2019-02-28,2019-03-08,8 days,8
6361,카드,D-20190228-0000381-01,2019-03-05 오전 10:34,2019-03-15 오전 1:49,118250,94.0,1,네이버 페이,2019-02-28,2019,2,Thursday,9,주중,2019-03-05,2019-03-15,10 days,10
6379,카드,D-20190228-0000559-03,2019-03-05 오전 10:58,2019-03-13 오전 11:40,85320,50.0,1,네이버 페이,2019-02-28,2019,2,Thursday,9,주중,2019-03-05,2019-03-13,8 days,8
6428,카드,D-20190301-0000036-01,2019-03-05 오전 10:34,2019-03-12 오후 2:02,117620,1374.0,2,네이버 페이,2019-03-01,2019,3,Friday,9,주중,2019-03-05,2019-03-12,7 days,7
6429,카드,D-20190301-0000036-02,2019-03-05 오전 10:34,2019-03-15 오전 3:04,100540,1373.0,2,네이버 페이,2019-03-01,2019,3,Friday,9,주중,2019-03-05,2019-03-15,10 days,10
6434,카드,D-20190301-0000075-01,2019-03-05 오전 10:58,2019-03-14 오전 2:39,153420,1106.0,2,네이버 페이,2019-03-01,2019,3,Friday,9,주중,2019-03-05,2019-03-14,9 days,9
6446,무통장입금,D-20190301-0000131-01,2019-03-05 오전 10:34,2019-03-13 오전 3:44,63070,602.0,1,네이버 페이,2019-03-01,2019,3,Friday,9,주중,2019-03-05,2019-03-13,8 days,8
6475,카드,D-20190302-0000063-01,2019-03-05 오전 10:34,2019-03-12 오전 10:42,50270,1373.0,1,네이버 페이,2019-03-02,2019,3,Saturday,9,주말,2019-03-05,2019-03-12,7 days,7
6574,카드,D-20190303-0000362-01,2019-03-05 오전 10:34,2019-03-15 오전 4:43,59990,378.0,1,네이버 페이,2019-03-03,2019,3,Sunday,9,주말,2019-03-05,2019-03-15,10 days,10
6660,실시간계좌이체,D-20190304-0000513-01,2019-03-05 오전 10:32,2019-03-13 오전 10:58,68970,1085.0,1,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-13,8 days,8
6778,카드,D-20190304-0001205-01,2019-03-05 오전 10:34,2019-03-14 오전 9:26,37380,1343.0,1,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-14,9 days,9
6783,카드,D-20190304-0001266-01,2019-03-05 오전 10:34,2019-03-16 오전 2:25,59670,1069.0,1,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-16,11 days,11
6784,카드,D-20190304-0001266-02,2019-03-05 오전 10:34,2019-03-16 오전 2:25,78270,46.0,1,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-16,11 days,11
6802,카드,D-20190304-0001411-01,2019-03-05 오전 10:34,2019-03-14 오전 10:12,57850,1077.0,1,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-14,9 days,9
6803,카드,D-20190304-0001411-02,2019-03-05 오전 10:34,2019-03-15 오전 7:23,126140,602.0,2,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-15,10 days,10
6808,카드,D-20190304-0001447-01,2019-03-05 오전 10:34,2019-03-14 오전 10:25,55870,1091.0,1,네이버 페이,2019-03-04,2019,3,Monday,10,주중,2019-03-05,2019-03-14,9 days,9
6812,카드,D-20190305-0000042-01,2019-03-05 오전 10:34,2019-03-15 오전 8:07,19910,219.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-05,2019-03-15,10 days,10
6813,카드,D-20190305-0000042-02,2019-03-05 오전 10:34,2019-03-15 오전 8:07,39910,392.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-05,2019-03-15,10 days,10
6829,카드,D-20190305-0000133-01,2019-03-06 오전 9:26,2019-03-15 오전 8:38,50270,1373.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-06,2019-03-15,9 days,9
6830,카드,D-20190305-0000133-02,2019-03-06 오전 9:26,2019-03-15 오전 8:38,58810,1374.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-06,2019-03-15,9 days,9
6863,카드,D-20190305-0000315-01,2019-03-06 오전 9:26,2019-03-14 오후 1:26,61470,44.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-06,2019-03-14,8 days,8
6961,카드,D-20190305-0000979-01,2019-03-07 오후 1:12,2019-03-15 오전 10:10,57850,1077.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-07,2019-03-15,8 days,8
6997,카드,D-20190305-0001222-01,2019-03-07 오후 12:36,2019-03-15 오전 10:49,60020,1275.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-07,2019-03-15,8 days,8
7013,카드,D-20190305-0001344-01,2019-03-07 오후 12:36,2019-03-15 오전 11:19,60720,42.0,1,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-07,2019-03-15,8 days,8
7028,카드,D-20190305-0001433-01,2019-03-07 오후 12:36,2019-03-15 오후 12:40,123800,608.0,2,네이버 페이,2019-03-05,2019,3,Tuesday,10,주중,2019-03-07,2019-03-15,8 days,8
7047,카드,D-20190306-0000033-01,2019-03-07 오후 1:21,2019-03-15 오전 10:39,55870,38.0,1,네이버 페이,2019-03-06,2019,3,Wednesday,10,주중,2019-03-07,2019-03-15,8 days,8
7186,카드,D-20190306-0000905-01,2019-03-08 오전 10:04,2019-03-16 오전 5:36,60000,593.0,1,네이버 페이,2019-03-06,2019,3,Wednesday,10,주중,2019-03-08,2019-03-16,8 days,8
7190,카드,D-20190306-0000939-01,2019-03-08 오전 10:04,2019-03-16 오전 5:48,272000,592.0,1,네이버 페이,2019-03-06,2019,3,Wednesday,10,주중,2019-03-08,2019-03-16,8 days,8
7279,카드,D-20190307-0000205-01,2019-03-08 오전 10:04,2019-03-16 오전 9:57,58810,1374.0,1,네이버 페이,2019-03-07,2019,3,Thursday,10,주중,2019-03-08,2019-03-16,8 days,8
7285,카드,D-20190307-0000268-01,2019-03-08 오전 10:04,2019-03-16 오전 10:04,98600,605.0,1,네이버 페이,2019-03-07,2019,3,Thursday,10,주중,2019-03-08,2019-03-16,8 days,8
7305,카드,D-20190307-0000452-00,2019-03-08 오후 4:42,2019-03-23 오전 5:32,94600,1190.0,1,모바일웹,2019-03-07,2019,3,Thursday,10,주중,2019-03-08,2019-03-23,15 days,15
7334,카드,D-20190307-0000671-01,2019-03-08 오전 10:04,2019-03-16 오전 10:54,76710,1106.0,1,네이버 페이,2019-03-07,2019,3,Thursday,10,주중,2019-03-08,2019-03-16,8 days,8
7335,카드,D-20190307-0000671-02,2019-03-08 오전 10:04,2019-03-16 오전 10:54,117620,1374.0,2,네이버 페이,2019-03-07,2019,3,Thursday,10,주중,2019-03-08,2019-03-16,8 days,8
7336,카드,D-20190307-0000671-03,2019-03-08 오전 10:04,2019-03-16 오전 10:54,100540,1373.0,2,네이버 페이,2019-03-07,2019,3,Thursday,10,주중,2019-03-08,2019-03-16,8 days,8
7488,실시간계좌이체,D-20190308-0000854-01,2019-03-12 오전 9:42,2019-03-20 오전 3:32,10500,1381.0,1,네이버 페이,2019-03-08,2019,3,Friday,10,주중,2019-03-12,2019-03-20,8 days,8
7491,카드,D-20190309-0000016-01,2019-03-12 오전 9:42,2019-03-20 오전 6:04,61900,608.0,1,네이버 페이,2019-03-09,2019,3,Saturday,10,주말,2019-03-12,2019-03-20,8 days,8
7492,카드,D-20190309-0000016-02,2019-03-12 오전 9:42,2019-03-20 오전 6:04,57850,1077.0,1,네이버 페이,2019-03-09,2019,3,Saturday,10,주말,2019-03-12,2019-03-20,8 days,8
7504,카드,D-20190309-0000113-01,2019-03-12 오전 9:42,2019-03-20 오전 4:15,35210,1205.0,1,네이버 페이,2019-03-09,2019,3,Saturday,10,주말,2019-03-12,2019-03-20,8 days,8
7505,카드,D-20190309-0000113-02,2019-03-12 오전 9:42,2019-03-20 오전 4:15,54550,1341.0,1,네이버 페이,2019-03-09,2019,3,Saturday,10,주말,2019-03-12,2019-03-20,8 days,8
7534,카드,D-20190310-0000028-01,2019-03-12 오전 9:42,2019-03-20 오전 6:45,99350,90.0,1,네이버 페이,2019-03-10,2019,3,Sunday,10,주말,2019-03-12,2019-03-20,8 days,8
7566,카드,D-20190310-0000229-01,2019-03-12 오전 9:42,2019-03-21 오전 4:49,65640,379.0,1,네이버 페이,2019-03-10,2019,3,Sunday,10,주말,2019-03-12,2019-03-21,9 days,9
7574,카드,D-20190311-0000038-01,2019-03-12 오전 9:42,2019-03-20 오전 9:45,240000,591.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-20,8 days,8
7630,카드,D-20190311-0000437-01,2019-03-12 오전 9:42,2019-03-20 오전 10:24,61470,1070.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-20,8 days,8
7636,실시간계좌이체,D-20190311-0000508-01,2019-03-12 오전 9:42,2019-03-20 오전 10:30,74990,1375.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-20,8 days,8
7637,실시간계좌이체,D-20190311-0000508-02,2019-03-12 오전 9:42,2019-03-20 오전 10:30,85110,1274.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-20,8 days,8
7638,실시간계좌이체,D-20190311-0000508-03,2019-03-12 오전 9:42,2019-03-20 오전 10:30,58810,1374.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-20,8 days,8
7689,카드,D-20190311-0000851-01,2019-03-12 오후 6:40,2019-03-21 오전 6:54,58810,1374.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-21,9 days,9
7690,카드,D-20190311-0000851-02,2019-03-12 오후 6:40,2019-03-21 오전 6:54,50270,1373.0,1,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-21,9 days,9
7698,카드,D-20190311-0000911-01,2019-03-12 오후 6:40,2019-03-21 오전 7:02,188940,1121.0,2,네이버 페이,2019-03-11,2019,3,Monday,11,주중,2019-03-12,2019-03-21,9 days,9
7756,카드,D-20190312-0000279-01,2019-03-12 오후 6:40,2019-03-21 오전 9:28,9190,1269.0,1,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-12,2019-03-21,9 days,9
7757,카드,D-20190312-0000279-02,2019-03-12 오후 6:40,2019-03-21 오전 9:28,11010,1267.0,1,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-12,2019-03-21,9 days,9
7758,카드,D-20190312-0000279-03,2019-03-12 오후 6:40,2019-03-21 오전 9:28,9360,1268.0,1,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-12,2019-03-21,9 days,9
7801,무통장입금,D-20190312-0000613-01,2019-03-12 오후 6:40,2019-03-26 오전 1:13,227460,184.0,3,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-12,2019-03-26,14 days,14
7841,카드,D-20190312-0000905-01,2019-03-13 오후 6:50,2019-03-20 오후 2:25,86660,1235.0,1,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-13,2019-03-20,7 days,7
7865,카드,D-20190312-0001068-01,2019-03-13 오후 6:50,2019-03-20 오후 6:42,11010,1267.0,1,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-13,2019-03-20,7 days,7
7872,카드,D-20190312-0001103-01,2019-03-13 오후 6:50,2019-03-22 오전 6:39,93800,1358.0,1,네이버 페이,2019-03-12,2019,3,Tuesday,11,주중,2019-03-13,2019-03-22,9 days,9
